rank,conf_id,force_field,energy,not_converged
1,11,MMFF94s,16.47833698,0
2,12,MMFF94s,16.47833698,0
3,1,MMFF94s,16.47833698,0
4,6,MMFF94s,16.47833698,0
5,3,MMFF94s,16.47833699,0
6,7,MMFF94s,19.40721763,0
7,0,MMFF94s,19.40721763,0
8,5,MMFF94s,19.75074583,0
9,9,MMFF94s,19.75074583,0
10,13,MMFF94s,19.75074583,0
11,10,MMFF94s,22.09268536,0
12,14,MMFF94s,22.09268536,0
13,2,MMFF94s,22.09268536,0
14,4,MMFF94s,22.27324882,0
15,8,MMFF94s,22.27324883,0
