compound,orca_atom_index,element,x_angstrom,y_angstrom,z_angstrom,chelpg_charge_e,source_geometry,source_chelpg_xyz,source_output
compound_09,10,C,-1.030514,0.077176,1.113555,-0.01370939,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,11,O,-0.366030,-1.176234,1.166254,-0.44151917,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,12,C,0.812572,-1.271355,1.797147,0.91292265,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,13,C,1.420418,-2.626875,1.617226,-0.55624603,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,14,O,1.312260,-0.344381,2.391848,-0.61484564,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,15,C,-2.408055,-0.213694,0.537233,0.43279595,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,16,O,-3.141285,-0.975575,1.484679,-0.55713891,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,17,C,-3.555261,-2.211803,1.146752,0.94052196,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,18,C,-4.300776,-2.851800,2.277557,-0.61934814,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,19,O,-3.342439,-2.710963,0.071043,-0.62770745,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,20,C,-3.158218,1.070955,0.242706,0.09083645,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,21,O,-4.341305,0.706714,-0.455630,-0.54006137,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,22,C,-5.442863,1.458811,-0.276260,0.96887796,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,23,C,-6.601266,0.913071,-1.054019,-0.64851135,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,24,O,-5.456691,2.440500,0.423053,-0.62488013,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,25,C,-2.295453,1.990652,-0.615793,0.16466534,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,26,O,-1.070554,2.245745,0.036457,-0.49287075,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,27,C,2.277302,1.077495,-3.032194,0.11257992,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,28,O,2.910652,-0.177106,-2.787019,-0.36479809,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,29,C,4.089152,0.192371,-2.121114,0.24926203,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,30,O,4.575470,1.321793,-2.805964,-0.38727930,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,31,C,3.474732,1.919579,-3.490688,-0.01745561,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,32,H,3.550321,-0.595398,2.540075,0.30293819,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,33,H,4.429338,-1.719020,3.562282,0.34469023,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,34,H,5.374413,-1.361050,-0.347427,0.18990237,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,35,H,2.370394,1.902088,0.343679,0.13484081,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,36,H,3.328572,2.684061,-0.911132,0.15673008,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,37,H,1.137212,2.542500,-1.909976,0.10649254,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,38,H,0.573514,1.488601,0.870392,0.14602698,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,39,H,-1.135062,0.486869,2.130973,0.11184002,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,40,H,2.079068,-2.860568,2.460853,0.16207120,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,41,H,2.026646,-2.595227,0.697610,0.16421791,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,42,H,0.647363,-3.394272,1.493507,0.16532706,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,43,H,-2.304793,-0.797371,-0.390233,0.10733578,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,44,H,-5.185616,-2.246147,2.520099,0.17907844,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,45,H,-4.603862,-3.866062,1.996821,0.17327342,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,46,H,-3.661729,-2.878689,3.171294,0.18005053,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,47,H,-3.424250,1.577235,1.182553,0.10288801,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,48,H,-6.357471,0.926014,-2.125929,0.18608426,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,49,H,-7.494181,1.518270,-0.864965,0.17507221,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,50,H,-6.780625,-0.132362,-0.766805,0.19364524,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,51,H,-2.130111,1.528292,-1.605140,0.01047981,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,52,H,-2.792011,2.959148,-0.754992,0.09736826,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,53,H,1.519696,0.936965,-3.814071,0.12233026,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,54,H,4.814155,-0.629021,-2.190411,0.15648019,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
compound_09,55,H,3.386403,2.982190,-3.220635,0.08713368,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/geometries/compound_09_wb97xd3_def2svp_cpcm_water_minimum.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.chelpg.xyz,/data/BIOFILM_INSILICO_SUPPORT/01_qm_orca_xtb/compound_09/charges/compound_09_hf_631gstar_gas_chelpg.out
