Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,CC(=O)OC[C@H]1O[C@H](S[C@H]2C/C(=N/NC(=S)N)/[C@H]3O[C@@H]2CO3)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,C33H45N3O19S2,851.85,57,0,0.73,22,20,2,191.29,338.05,n/d,-0.82,-0.96,-1.72,0.18,-0.83,-3.15,5.99e-01,7.03e-04,Soluble,-5.80,1.35e-03,1.59e-06,Moderately soluble,-0.67,1.81e+02,2.13e-01,Soluble,Low,No,Yes,n/d,n/d,n/d,n/d,n/d,-12.08,2,4,2,1,4,0.17,0,3,2,8.98
