taskId,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,logVDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
99359f4092b1c2ef4ae8940a7b2f8ff7,Nc1nn([C@H]2CC(=O)[C@@H]3OC[C@H]2O3)c(=S)s1,259.01,209.72459864840894,1.2350005753698694,6,2,79.37,1,3,7,8,0,16,0.0625,3,0,0.74,5,0.625,60.308,-0.281,"[(3, 13, 14), (1, 15, 13)]",['-'],['-'],['-'],0,0,0,0,-2.3961490965747485,0.8584251598496786,0.5874762410659589,188.28990798765653,314.6668832095685,7.7250318544911645,2.5419310929100485,-4.991121736888313,-4.76908245970056,-0.007283991635893675,50.8206000663052,41.647813888636485,,1.380529243399715,5.824384069131293,0.6513795036148329,3.3869596958452997,4.367517967772292,5.110048808090939,0.09448474645614624,0.24777841567993164,0.5479694306850433,0.016328930854797363,0.7333860993385315,0.7265421748161316,0.8460515737533569,0.40581420063972473,0.01221544947475195,1.7712078260956332e-05,0.9650601744651794,0.0007506972760893404,0.620480477809906,0.9959927797317505,0.19846493005752563,0.9656355977058411,0.010730970650911331,0.9762268662452698,0.00021692304289899766,0.5945252776145935,0.07331245392560959,0.9242071509361267,0.0015431246720254421,0.9989367127418518,3.882285909639904e-06,0.9955097436904907,,,0.9874810576438904,0.08952423185110092,0.9947977066040039,0.9569865465164185,0.9999538660049438,0.0004090520378667861,0.788842499256134,0.09974908828735352,0.9999996423721313,0.9195505380630493,0.5714179873466492,0.7480626106262207,0.1791282445192337,0.011785570532083511,0.8231403231620789,0.9257956743240356,0.30088770389556885,0.37393054366111755,0.6413968205451965,0.1040264293551445,0.9999173879623413,0.006016434170305729,0.006312270648777485,0.5013382434844971,0.02697349153459072,0.610085666179657,0.0006952013354748487,0.005599111784249544,0.4014829099178314,0.1258462369441986,0.0017863170942291617,0.020498136058449745,0.14567163586616516,"[(8, 9, 10), (5, 6, 7, 8)]",['-'],['-'],['-'],"[(5, 6, 7, 8), (1, 0), (8,), (1, 0)]",['-'],"[(13, 14), (14, 13)]","[(1, 0), (1, 0), (1, 0), (1,), (1, 0)]",0.305,0.001,0.021,0.027,0.114,0.556,0.058
