Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 1,CC(=O)O[C@H]1[C@H](OC[C@H]([C@@H]1OC(=O)C)OC(=O)C)S[C@H]1C/C(=N/NC(=S)N)/[C@H]2O[C@@H]1CO2,C18H25N3O9S2,491.54,32,0,0.72,10,10,2,113.98,214.39,n/d,-0.36,-0.43,-0.88,0.49,-0.29,-2.00,4.91e+00,9.98e-03,Soluble,-3.68,1.03e-01,2.09e-04,Soluble,-0.59,1.28e+02,2.59e-01,Soluble,Low,No,Yes,n/d,n/d,n/d,n/d,n/d,-9.55,1,2,1,1,1,0.55,0,3,2,6.77
